Date,SBI_Historical_Data Price,LUPN_Historical_Data Price,CIPL_Historical_Data Price,KTKM_Historical_Data Price,LART_Historical_Data Price,TISC_Historical_Data Price,HDFC_Historical_Data Price,WIPR_Historical_Data Price,BOSH_Historical_Data Price,JSTL_Historical_Data Price,SUN_Historical_Data Price,BHEL_Historical_Data Price,HDFC Historical Data Price,INFY_Historical_Data Price,TTPW_Historical_Data Price
"Jul 03, 1997",32.65,1.31,19.21,1.98,38.59,115.59,29.75,4.38,640.0,14.11,1.67,26.48,44.5,4.15,13.03
"Jul 04, 1997",33.02,1.23,19.35,2.07,39.52,115.98,28.24,4.33,600.0,13.86,1.68,26.97,45.32,4.09,13.12
"Jul 07, 1997",33.4,1.22,20.14,2.27,39.36,113.47,28.61,4.35,600.0,13.12,1.71,27.18,43.11,4.34,13.17
"Jul 08, 1997",33.47,1.23,20.37,2.47,39.48,112.94,28.66,4.41,615.0,13.49,1.79,27.3,44.01,4.41,13.24
"Jul 09, 1997",33.42,1.22,20.93,2.47,40.17,117.58,28.91,4.35,615.0,15.84,1.84,27.25,45.03,4.68,13.53
"Jul 10, 1997",33.07,1.17,20.67,2.38,40.68,114.53,29.13,4.35,620.0,14.85,1.86,27.93,47.47,4.84,13.7
"Jul 11, 1997",33.02,1.2,20.09,2.22,41.53,113.33,29.04,4.37,610.0,14.35,1.93,27.8,46.31,4.64,13.22
"Jul 14, 1997",31.75,1.2,19.96,2.08,40.02,109.09,27.50,4.37,618.5,14.73,2.13,27.9,45.9,4.63,12.91
"Jul 15, 1997",32.46,1.14,20.01,2.16,40.29,111.74,27.56,4.36,616.67,14.6,2.22,27.82,47.03,4.67,12.69
"Jul 16, 1997",31.18,1.15,19.87,2.17,38.35,109.49,28.30,4.51,615.0,14.48,2.23,27.55,42.55,4.35,12.71
"Jul 17, 1997",31.75,1.17,19.73,2.06,39.17,111.08,28.88,4.49,615.05,15.1,2.22,27.63,39.23,4.04,13.12
"Jul 18, 1997",30.66,1.14,19.35,2.06,38.31,106.04,28.55,4.44,600.0,15.96,2.18,27.88,38.95,4.07,13.51
"Jul 21, 1997",30.92,1.15,19.83,2.09,40.79,107.9,28.20,4.48,600.0,15.84,2.23,27.93,38.97,4.03,14.52
"Jul 22, 1997",30.88,1.18,20.1,2.22,41.53,111.08,29.30,4.54,600.0,16.33,2.3,28.45,38.77,3.91,14.26
"Jul 23, 1997",31.09,1.2,20.61,2.18,42.15,114.39,29.17,4.82,600.0,17.08,2.35,29.52,39.31,3.88,14.14
"Jul 24, 1997",30.59,1.23,20.12,2.14,41.34,112.41,29.19,4.82,600.0,15.84,2.25,30.23,38.38,3.86,13.7
"Jul 25, 1997",30.15,1.2,20.01,2.14,41.53,112.67,28.85,5.13,600.0,16.21,2.18,30.67,38.37,3.86,13.39
"Jul 28, 1997",30.0,1.18,21.35,2.17,42.42,112.8,29.35,5.26,596.25,15.72,2.05,29.9,37.98,3.99,13.65
"Jul 29, 1997",30.07,1.15,21.29,2.22,42.15,113.2,29.98,5.61,597.5,17.32,1.98,29.02,36.96,4.27,13.53
"Jul 30, 1997",29.84,1.11,21.18,2.2,41.65,116.52,30.38,5.44,600.0,17.08,1.98,29.83,36.99,4.55,13.61
"Jul 31, 1997",30.48,1.12,21.01,2.32,41.76,115.85,30.93,5.54,600.0,16.71,1.97,30.83,36.48,4.44,13.61
"Aug 01, 1997",30.19,1.12,21.08,2.55,42.31,115.45,31.16,5.44,657.5,17.82,1.95,30.22,38.0,4.42,13.37
"Aug 04, 1997",31.02,1.06,21.07,2.64,44.44,117.44,31.35,5.39,605.0,18.31,1.95,28.33,37.9,4.4,13.68
"Aug 05, 1997",31.91,1.08,21.19,2.78,44.13,118.37,31.57,5.34,600.0,18.56,1.97,27.92,36.69,4.28,13.87
"Aug 06, 1997",31.35,1.06,21.01,2.8,42.54,116.65,31.86,5.38,590.0,18.44,1.98,27.68,35.7,4.41,13.78
"Aug 07, 1997",30.85,1.08,20.78,2.8,42.31,114.66,31.72,5.26,599.58,17.94,2.03,28.62,34.8,4.3,13.63
"Aug 08, 1997",30.71,1.05,21.17,2.85,41.26,111.61,31.78,5.28,600.0,18.56,2.05,27.68,35.74,4.32,13.22
"Aug 11, 1997",31.56,1.08,21.17,2.79,42.19,114.39,31.46,5.4,595.0,18.31,2.08,27.72,35.09,4.25,13.61
"Aug 12, 1997",30.85,1.09,20.94,2.69,41.8,110.95,31.89,5.4,600.0,17.45,2.08,27.65,34.94,4.52,13.39
"Aug 13, 1997",30.45,1.05,20.42,2.7,42.23,109.22,31.89,5.55,588.25,17.57,2.08,27.67,34.83,4.46,13.34
"Aug 14, 1997",30.31,1.08,20.65,2.7,42.42,107.77,31.78,5.71,582.5,17.08,2.08,25.95,34.5,4.68,13.0
"Aug 19, 1997",29.98,1.17,20.31,2.71,40.29,108.03,32.19,5.87,575.0,16.95,2.05,25.67,34.77,4.71,12.88
"Aug 20, 1997",30.24,1.19,20.11,2.68,40.68,108.83,31.89,6.25,568.6,16.71,2.05,25.43,34.89,4.71,12.98
"Aug 21, 1997",30.07,1.11,19.68,2.54,39.59,104.32,31.82,6.26,575.0,16.71,2.05,25.67,34.37,4.82,12.91
"Aug 22, 1997",29.44,1.09,19.23,2.3,38.12,101.14,31.93,6.37,574.5,18.07,2.05,25.0,35.23,5.02,12.45
"Aug 26, 1997",29.34,1.08,18.47,2.26,37.85,102.2,31.95,6.29,566.0,18.31,2.03,25.18,36.02,5.12,12.93
"Aug 27, 1997",29.11,1.06,18.5,2.06,37.54,101.4,32.19,6.29,558.0,17.82,2.05,25.38,34.76,4.98,12.98
"Aug 28, 1997",28.61,1.07,17.9,1.98,35.29,98.36,32.24,6.61,576.0,17.82,2.08,26.85,34.61,4.93,12.76
"Aug 29, 1997",26.89,1.07,16.88,1.86,34.87,95.84,32.04,6.6,558.5,17.32,2.02,26.12,35.06,4.96,11.87
"Sep 01, 1997",27.41,1.05,17.63,1.78,35.02,99.42,31.90,7.26,563.0,17.32,2.01,25.9,34.65,4.98,11.53
"Sep 02, 1997",27.83,1.03,17.97,1.81,35.14,98.36,31.74,7.39,593.6,17.82,1.95,25.13,34.8,4.94,11.82
"Sep 03, 1997",27.43,1.05,18.84,1.81,35.33,97.56,31.70,7.41,550.0,17.32,1.95,24.8,34.89,4.95,11.82
"Sep 04, 1997",27.79,1.06,18.67,1.76,35.72,97.03,31.62,8.15,536.0,17.32,1.95,25.33,34.52,5.08,11.94
"Sep 05, 1997",27.88,1.11,18.51,1.8,36.57,97.16,31.60,8.96,555.0,17.08,1.95,25.02,34.9,5.43,11.92
"Sep 08, 1997",27.88,1.09,19.05,1.8,36.84,98.49,31.38,9.26,536.5,16.58,1.95,23.97,33.74,5.8,12.06
"Sep 09, 1997",27.31,1.08,20.37,1.82,36.03,98.62,31.65,9.26,533.5,16.58,1.91,23.53,33.98,5.73,11.77
"Sep 10, 1997",26.96,1.06,20.01,1.84,35.6,98.22,31.67,10.18,526.0,17.08,1.92,22.6,34.04,5.52,11.89
"Sep 11, 1997",26.75,1.0,20.0,1.78,35.6,97.29,32.02,11.2,527.38,16.83,1.89,22.9,33.3,5.6,11.7
"Sep 12, 1997",27.03,1.06,19.88,1.82,35.72,96.5,32.65,11.57,530.0,16.58,1.91,23.85,32.89,5.54,11.58
"Sep 15, 1997",27.22,1.05,20.05,1.8,36.03,97.69,33.05,11.57,529.75,16.09,1.92,24.18,32.33,5.61,11.63
"Sep 16, 1997",27.27,0.99,20.4,1.8,35.91,97.03,33.00,12.72,540.0,15.84,1.96,23.93,31.99,5.52,11.58
"Sep 17, 1997",26.7,0.99,20.27,1.85,34.94,96.37,33.16,13.25,556.9,16.09,2.07,25.05,31.53,5.19,11.29
"Sep 18, 1997",26.35,0.99,20.65,1.78,34.75,95.04,33.92,12.16,545.0,14.85,2.03,24.88,30.53,5.42,11.1
"Sep 19, 1997",25.76,1.01,21.07,1.8,34.71,92.26,34.40,12.56,540.0,14.11,2.02,24.17,29.71,5.51,10.86
"Sep 22, 1997",25.5,0.97,20.93,1.8,34.21,91.2,35.12,11.69,537.5,14.6,1.98,24.0,32.16,5.7,10.86
"Sep 23, 1997",26.14,0.99,20.8,1.82,34.13,91.86,35.35,11.71,535.0,14.85,1.91,23.0,31.72,5.87,11.0
"Sep 24, 1997",25.64,0.96,20.19,1.81,34.17,91.59,34.39,12.05,512.0,14.85,1.92,23.43,31.95,6.04,11.1
"Sep 25, 1997",26.09,0.96,19.84,1.85,34.56,92.26,33.93,12.08,511.0,14.6,1.95,23.85,33.9,6.18,11.77
"Sep 26, 1997",26.23,0.94,19.77,1.82,35.02,92.39,33.83,12.91,520.0,14.35,1.91,24.42,33.89,6.21,12.16
"Sep 29, 1997",26.25,0.99,20.67,1.78,34.91,92.52,34.67,12.61,510.0,14.35,1.92,24.93,32.63,6.28,12.26
"Sep 30, 1997",26.11,0.96,20.45,1.78,34.79,91.59,34.40,12.42,500.0,14.11,1.91,24.83,32.5,6.19,12.14
"Oct 01, 1997",25.76,0.96,20.31,1.78,34.48,90.8,34.62,12.31,500.0,13.36,1.9,24.82,31.07,5.72,11.77
"Oct 03, 1997",24.91,0.96,19.93,1.77,33.12,88.28,36.46,12.56,500.0,13.12,1.9,23.95,32.46,6.1,11.7
"Oct 06, 1997",24.98,0.96,19.63,1.77,33.43,88.94,38.79,12.29,500.5,13.36,1.85,24.7,32.0,6.17,11.6
"Oct 07, 1997",25.43,0.96,19.49,1.75,33.7,90.53,36.70,12.86,510.0,13.36,1.86,24.8,32.77,6.03,11.68
"Oct 08, 1997",25.36,0.93,19.24,1.76,34.17,90.67,37.40,12.94,520.0,12.87,1.81,26.85,33.27,6.0,11.94
"Oct 09, 1997",25.9,0.95,19.58,1.78,34.36,91.33,37.12,13.64,504.9,12.87,1.83,26.63,32.15,5.8,11.97
"Oct 10, 1997",26.51,0.96,20.05,1.8,34.67,92.66,40.83,13.93,495.0,13.12,1.85,26.13,32.59,5.76,12.16
"Oct 13, 1997",26.77,1.03,19.74,1.76,35.02,93.19,43.22,14.59,490.0,12.87,1.88,25.55,31.86,5.77,12.11
"Oct 14, 1997",26.23,0.97,19.36,1.75,34.36,94.38,44.09,14.11,480.0,13.12,1.85,26.12,32.11,5.71,11.99
"Oct 15, 1997",26.39,0.96,19.4,1.76,34.87,97.96,44.20,14.52,490.5,14.11,1.85,26.08,32.12,5.55,12.01
"Oct 16, 1997",27.24,0.96,19.53,1.75,35.33,98.36,44.50,14.75,482.0,13.86,1.85,25.68,32.44,5.43,12.16
"Oct 17, 1997",27.08,0.97,19.55,1.78,35.6,98.09,45.32,15.0,487.5,13.36,1.89,25.02,32.54,5.39,12.01
"Oct 20, 1997",27.88,0.98,19.41,1.76,35.68,97.96,43.11,16.43,480.0,13.61,1.88,24.67,32.06,5.34,12.04
"Oct 21, 1997",27.2,0.96,19.12,1.74,35.02,95.57,44.01,16.78,470.0,13.36,1.78,24.67,31.77,4.99,11.72
"Oct 22, 1997",26.63,0.94,19.17,1.69,34.01,93.05,45.03,16.17,459.0,13.61,1.78,24.2,31.08,5.35,11.48
"Oct 23, 1997",25.85,0.96,18.91,1.6,33.9,91.46,47.47,17.18,458.0,13.86,1.78,24.43,30.61,5.22,11.27
"Oct 24, 1997",25.62,0.94,18.38,1.62,32.7,89.34,46.31,16.21,455.0,13.36,1.71,23.93,30.5,5.16,11.1
"Oct 27, 1997",25.97,0.93,18.65,1.64,31.46,90.0,45.90,16.58,460.0,13.61,1.68,24.05,30.64,5.23,11.17
"Oct 30, 1997",24.81,0.92,18.34,1.61,29.21,85.36,47.03,16.26,460.0,13.36,1.61,24.1,30.63,5.06,11.1
"Nov 03, 1997",24.3,1.0,18.03,1.55,29.56,85.23,42.55,15.59,460.0,13.61,1.61,23.07,30.27,5.05,11.0
"Nov 04, 1997",24.37,1.02,17.73,1.59,29.37,84.7,39.23,15.61,459.5,13.36,1.61,22.52,30.26,5.08,10.95
"Nov 05, 1997",24.46,0.97,17.43,1.57,29.33,85.9,38.95,16.39,462.5,13.36,1.58,22.5,30.08,5.06,10.93
"Nov 06, 1997",24.48,0.97,17.11,1.53,29.21,86.16,38.97,15.61,460.1,12.87,1.55,22.67,29.9,5.29,10.86
"Nov 07, 1997",24.44,0.96,17.85,1.51,29.13,86.16,38.77,15.81,455.0,12.62,1.58,21.6,29.99,5.1,10.49
"Nov 10, 1997",24.3,1.11,18.03,1.49,29.56,85.5,39.31,16.05,433.5,12.62,1.54,20.73,29.94,5.08,10.42
"Nov 11, 1997",24.44,1.21,17.45,1.49,29.75,85.1,38.38,15.08,420.5,12.87,1.54,21.1,29.45,5.12,10.3
"Nov 12, 1997",23.97,1.35,17.59,1.35,29.21,83.51,38.37,15.05,430.0,12.87,1.54,21.32,29.01,5.05,9.99
"Nov 13, 1997",22.93,1.25,17.2,1.46,28.09,81.79,37.98,15.78,415.0,13.36,1.49,21.03,28.92,5.29,9.58
"Nov 14, 1997",23.05,1.23,16.31,1.42,27.93,81.26,36.96,14.96,380.82,12.87,1.48,21.85,29.36,5.63,9.72
"Nov 17, 1997",23.28,1.31,16.53,1.43,28.59,82.05,36.99,14.77,362.5,12.87,1.5,22.32,29.09,5.45,9.79
"Nov 18, 1997",23.05,1.3,16.67,1.42,28.28,80.73,36.48,14.55,370.0,13.12,1.51,23.3,29.34,5.34,9.65
"Nov 19, 1997",22.62,1.28,16.53,1.4,27.97,79.4,38.00,14.37,379.5,12.87,1.48,22.68,29.23,5.59,9.67
"Nov 20, 1997",22.53,1.26,16.48,1.4,28.36,78.47,37.90,15.08,411.57,12.87,1.44,23.52,29.5,5.53,9.72
"Nov 21, 1997",22.93,1.25,16.55,1.32,28.82,73.17,36.69,15.25,415.0,12.87,1.44,23.47,29.55,5.55,9.65
"Nov 24, 1997",20.64,1.19,16.45,1.33,27.51,66.94,35.70,15.24,420.0,12.62,1.45,23.35,30.09,5.37,9.51
"Nov 25, 1997",20.5,1.13,16.24,1.36,28.2,69.46,34.80,16.49,420.0,12.37,1.49,23.08,30.01,5.5,9.63
"Nov 26, 1997",20.52,1.14,16.13,1.28,28.75,69.86,35.74,16.43,424.5,12.62,1.57,22.4,30.06,5.46,9.41
"Nov 27, 1997",21.25,1.14,16.74,1.33,29.48,71.31,35.09,16.62,415.0,12.62,1.63,22.12,29.86,5.46,9.67
"Nov 28, 1997",20.76,1.14,16.28,1.31,28.9,68.93,34.94,16.51,400.0,12.62,1.71,22.03,30.34,5.37,9.63
"Dec 01, 1997",21.35,1.11,16.29,1.29,28.78,68.66,34.83,15.82,410.0,12.62,1.64,21.92,29.9,5.33,9.65
"Dec 02, 1997",21.25,1.11,16.33,1.31,28.75,68.27,34.50,16.69,407.5,12.62,1.7,21.68,29.94,5.13,9.63
"Dec 03, 1997",20.99,1.1,16.33,1.3,28.63,68.27,34.77,16.93,416.5,12.37,1.6,22.02,29.89,5.05,9.65
"Dec 04, 1997",20.57,1.14,16.27,1.28,28.47,67.47,34.89,16.89,409.0,12.13,1.49,22.23,29.78,5.06,9.65
"Dec 05, 1997",19.98,1.13,15.89,1.29,28.09,65.35,34.37,16.38,409.0,11.88,1.48,22.4,29.75,4.73,9.77
"Dec 08, 1997",20.45,1.12,15.95,1.25,28.16,64.95,35.23,16.54,413.0,11.14,1.48,22.78,29.35,4.29,10.06
"Dec 09, 1997",20.05,1.12,15.63,1.22,27.93,63.76,36.02,16.43,410.0,11.38,1.51,22.42,29.33,4.44,9.92
"Dec 10, 1997",19.6,1.11,15.27,1.26,27.62,62.83,34.76,16.38,410.0,11.14,1.52,22.88,29.21,4.36,9.79
"Dec 11, 1997",19.7,1.09,14.74,1.25,27.16,64.02,34.61,16.6,419.2,11.14,1.53,23.85,29.44,4.58,9.84
"Dec 12, 1997",19.98,1.12,14.67,1.22,27.27,65.22,35.06,17.09,409.68,11.14,1.58,23.52,29.5,4.53,9.72
"Dec 15, 1997",20.14,1.11,14.53,1.2,27.66,67.47,34.65,16.56,450.0,12.13,1.52,23.13,29.34,4.56,9.87
"Dec 16, 1997",20.76,1.11,14.61,1.22,27.78,68.0,34.80,16.33,458.05,12.13,1.54,22.93,29.32,4.63,10.04
"Dec 17, 1997",21.09,1.11,14.58,1.19,28.75,68.13,34.89,16.1,490.0,12.13,1.56,23.58,29.2,4.46,10.35
"Dec 18, 1997",21.02,1.1,14.92,1.18,28.4,67.47,34.52,15.86,499.8,12.37,1.51,23.32,29.2,4.57,10.35
"Dec 19, 1997",21.23,1.05,14.81,1.2,28.67,67.74,34.90,15.52,512.08,11.63,1.52,23.13,30.68,4.6,10.42
"Dec 22, 1997",21.77,1.0,15.3,1.27,29.25,68.93,33.74,15.12,560.5,11.38,1.53,23.35,30.61,4.77,10.71
"Dec 23, 1997",22.13,1.01,15.7,1.22,30.99,70.25,33.98,15.74,546.0,11.88,1.58,23.2,30.34,4.65,10.71
"Dec 24, 1997",21.82,1.01,15.47,1.21,30.41,68.93,34.04,17.0,550.0,11.88,1.58,23.27,30.28,4.81,10.57
"Dec 26, 1997",22.64,1.04,15.35,1.23,31.57,69.72,33.30,17.31,520.0,11.88,1.52,23.02,31.47,4.79,10.57
"Dec 29, 1997",22.93,1.02,15.97,1.2,32.58,72.77,32.89,17.37,500.35,11.88,1.52,22.38,31.73,4.82,10.76
"Dec 30, 1997",22.72,1.02,16.64,1.18,31.46,71.31,32.33,17.43,530.0,12.13,1.48,22.02,30.77,4.99,10.54
"Dec 31, 1997",22.93,1.02,16.87,1.22,31.42,71.18,31.99,17.09,520.0,12.87,1.55,21.52,31.49,4.93,10.57
"Jan 01, 1998",23.19,1.03,16.83,1.29,31.61,71.45,31.53,16.2,531.0,13.12,1.56,20.68,30.96,5.0,10.64
"Jan 02, 1998",23.56,1.05,16.85,1.33,31.77,75.03,30.53,16.68,530.0,13.86,1.53,21.22,31.27,4.8,10.95
"Jan 05, 1998",23.28,1.06,17.1,1.31,32.19,75.29,29.71,16.68,527.5,13.86,1.54,20.98,31.18,4.62,11.58
"Jan 06, 1998",23.45,1.1,17.0,1.29,32.23,74.76,32.16,16.88,547.5,13.61,1.53,19.33,30.89,4.48,11.48
"Jan 07, 1998",23.35,1.14,16.83,1.2,32.93,73.57,31.72,16.78,547.0,12.87,1.58,19.37,30.41,4.51,11.34
"Jan 08, 1998",22.34,1.18,16.38,1.16,32.27,71.05,31.95,16.73,531.05,12.62,1.6,20.43,29.0,4.63,11.22
"Jan 09, 1998",22.1,1.05,15.53,1.17,31.69,68.66,33.90,16.04,539.9,12.13,1.61,20.53,28.65,4.55,11.07
"Jan 12, 1998",21.58,1.12,15.13,1.16,30.06,65.61,33.89,16.19,530.0,12.13,1.63,19.9,28.52,4.55,10.98
"Jan 13, 1998",22.17,1.11,15.39,1.13,30.72,66.41,32.63,15.88,535.0,12.37,1.64,19.95,28.4,4.48,10.95
"Jan 14, 1998",21.94,1.08,15.51,1.09,30.45,65.75,32.50,15.8,537.0,12.13,1.5,19.67,28.48,4.5,10.81
"Jan 15, 1998",22.46,1.11,15.41,1.11,29.99,66.41,31.07,14.95,532.0,12.13,1.57,19.53,28.55,4.57,10.78
"Jan 16, 1998",23.35,1.11,15.46,1.15,30.22,67.21,32.46,15.4,547.5,12.13,1.51,18.12,30.46,4.52,10.66
"Jan 19, 1998",24.34,1.11,15.79,1.12,30.95,69.06,32.00,16.37,573.0,11.88,1.48,18.0,29.69,4.5,11.07
"Jan 20, 1998",23.92,1.06,15.87,1.1,30.61,68.4,32.77,16.1,572.6,11.88,1.52,18.78,28.87,4.45,10.9
"Jan 21, 1998",23.3,1.14,15.87,1.09,30.41,68.4,33.27,16.28,590.0,11.88,1.51,18.93,28.45,4.35,10.71
"Jan 22, 1998",22.9,1.1,15.91,1.09,29.4,67.07,32.15,16.16,544.6,11.38,1.49,18.92,29.3,4.19,10.64
"Jan 23, 1998",23.07,1.14,15.31,1.05,29.02,66.28,32.59,16.12,550.3,10.89,1.45,19.15,28.84,4.28,10.42
"Jan 27, 1998",22.55,1.15,15.23,1.02,28.3,65.22,31.86,15.98,539.67,11.14,1.51,19.17,27.73,4.33,10.22
"Jan 28, 1998",22.2,1.14,15.23,1.03,28.17,64.74,32.11,16.06,548.0,11.38,1.48,19.14,27.17,4.31,10.29
"Jan 29, 1998",22.53,1.16,14.93,1.03,28.51,65.53,32.12,15.34,558.58,11.38,1.51,18.89,28.57,4.3,10.31
"Feb 02, 1998",23.23,1.26,15.27,1.06,29.63,67.21,32.44,15.48,561.4,11.14,1.62,18.28,28.16,4.34,10.32
"Feb 03, 1998",23.09,1.39,15.31,1.02,29.51,66.57,32.54,15.76,556.0,11.14,1.64,18.4,27.77,4.33,10.18
"Feb 04, 1998",22.53,1.35,15.23,1.01,29.2,65.69,32.06,15.76,561.0,11.14,1.8,18.76,27.9,4.35,10.18
"Feb 05, 1998",22.93,1.3,15.11,0.93,29.6,66.09,31.77,15.77,559.38,11.14,1.78,18.9,27.67,4.38,10.13
"Feb 06, 1998",22.88,1.27,15.1,0.85,29.57,65.61,31.08,15.71,551.08,11.14,1.82,19.27,27.91,4.38,10.05
"Feb 09, 1998",22.71,1.21,15.31,0.89,29.71,65.0,30.61,15.6,544.9,11.14,1.74,19.48,27.51,4.33,10.12
"Feb 10, 1998",22.47,1.25,15.26,0.85,29.72,64.26,30.50,15.32,545.0,11.38,1.71,19.6,27.6,4.38,10.0
"Feb 11, 1998",22.18,1.22,15.25,0.85,30.26,63.68,30.64,14.95,547.5,11.26,1.71,19.13,27.42,4.61,10.07
"Feb 12, 1998",22.42,1.18,14.52,0.85,30.34,64.0,30.63,14.93,550.0,11.38,1.62,19.48,27.09,4.6,9.92
"Feb 13, 1998",22.77,1.2,14.9,0.88,30.68,64.85,30.27,15.64,545.0,11.51,1.69,19.66,27.79,4.61,9.84
"Feb 16, 1998",23.0,1.24,14.99,0.85,31.21,66.01,30.26,16.03,541.0,11.14,1.66,21.62,27.55,4.67,9.95
"Feb 17, 1998",22.9,1.25,14.93,0.84,30.79,65.32,30.08,15.62,525.6,11.14,1.65,21.33,27.51,5.13,9.9
"Feb 18, 1998",22.6,1.35,14.99,0.85,30.61,64.47,29.90,15.53,517.5,10.52,1.7,21.58,27.49,5.14,9.96
"Feb 19, 1998",22.84,1.41,15.2,0.85,30.96,64.79,29.99,15.51,514.8,10.52,1.74,20.52,27.28,5.32,10.11
"Feb 20, 1998",22.78,1.54,15.33,0.83,30.99,64.0,29.94,15.0,518.0,10.39,1.83,21.33,30.0,5.25,10.22
"Feb 23, 1998",23.5,1.46,15.95,0.87,32.0,65.11,29.45,15.38,517.5,10.39,1.89,21.2,29.59,5.42,10.62
"Feb 24, 1998",23.58,1.49,15.8,0.89,31.83,65.11,29.01,15.51,524.0,11.14,1.86,21.15,29.95,5.62,10.62
"Feb 26, 1998",23.81,1.42,16.2,0.93,33.19,66.91,28.92,15.36,518.0,11.38,1.96,21.32,30.2,5.35,10.69
"Feb 27, 1998",24.25,1.37,16.59,1.0,35.15,70.15,29.36,15.08,505.0,11.14,2.08,20.92,31.53,5.51,10.8
"Mar 02, 1998",25.47,1.38,17.12,0.96,36.9,73.17,29.09,15.0,515.0,11.14,2.15,20.53,29.48,5.41,11.46
"Mar 03, 1998",24.77,1.31,16.63,1.01,35.49,70.04,29.34,16.17,500.0,12.13,2.17,20.52,30.7,5.39,10.77
"Mar 04, 1998",26.13,1.27,16.93,1.03,36.26,72.11,29.23,14.88,490.0,12.13,2.35,21.93,30.53,5.64,11.18
"Mar 05, 1998",25.48,1.23,16.53,1.04,36.11,71.0,29.50,14.37,475.0,11.76,2.34,22.17,30.3,5.59,11.01
"Mar 06, 1998",25.71,1.17,16.59,1.14,35.94,71.0,29.55,14.98,477.5,11.38,2.21,22.45,30.98,5.44,10.93
"Mar 09, 1998",26.09,1.2,16.8,1.19,36.17,73.12,30.09,14.51,476.73,11.76,2.05,22.78,30.43,5.46,11.1
"Mar 10, 1998",26.51,1.23,16.71,1.25,35.95,74.76,30.01,14.47,473.5,12.0,2.11,23.53,29.96,5.81,11.03
"Mar 11, 1998",25.99,1.26,16.27,1.23,35.3,72.75,30.06,15.04,475.0,11.26,1.94,24.07,30.2,5.99,11.0
"Mar 12, 1998",25.7,1.19,16.41,1.25,34.94,71.69,29.86,15.92,442.0,11.38,1.97,24.05,31.96,6.28,10.82
"Mar 16, 1998",26.15,1.21,16.67,1.22,35.52,73.81,30.34,16.88,435.0,11.88,2.17,24.3,32.55,6.23,11.13
"Mar 17, 1998",26.26,1.17,16.65,1.23,35.56,77.2,29.90,17.55,466.25,12.13,2.23,24.03,32.8,6.28,11.05
"Mar 18, 1998",26.29,1.13,16.8,1.18,35.95,77.89,29.94,17.62,450.0,11.76,2.1,23.98,32.73,6.33,11.48
"Mar 19, 1998",26.0,1.1,16.53,1.12,35.63,77.25,29.89,17.41,406.0,11.88,2.02,23.87,32.02,6.19,11.48
"Mar 20, 1998",26.17,1.08,16.53,1.22,35.89,79.48,29.78,17.22,372.5,12.25,1.99,24.0,32.62,6.35,11.48
"Mar 23, 1998",27.17,1.16,17.35,1.2,37.19,82.71,29.75,17.71,372.5,12.25,1.85,24.52,32.1,6.24,11.68
"Mar 24, 1998",26.98,1.44,16.98,1.23,37.3,81.6,29.35,17.64,366.5,12.5,1.91,26.02,32.12,6.58,11.68
"Mar 25, 1998",27.11,1.59,18.12,1.22,38.31,81.44,29.33,17.32,377.9,12.37,1.85,28.3,31.71,6.73,12.26
"Mar 26, 1998",26.48,1.51,18.45,1.18,38.12,79.53,29.21,17.55,376.0,12.37,1.99,28.22,31.68,7.17,11.87
"Mar 27, 1998",26.67,1.44,18.45,1.2,38.01,80.27,29.44,17.31,383.5,12.13,2.19,27.67,31.48,7.5,11.83
"Mar 30, 1998",26.48,1.59,18.13,1.16,37.5,79.27,29.50,17.07,382.0,11.88,2.31,27.42,31.79,7.5,11.69
"Mar 31, 1998",26.61,1.68,17.77,1.16,37.64,79.11,29.34,16.87,375.0,11.88,2.26,26.73,32.42,7.51,11.56
"Apr 01, 1998",27.08,1.73,18.19,1.17,38.37,80.59,29.32,17.14,365.0,11.88,2.31,26.33,32.28,7.78,11.77
"Apr 02, 1998",26.83,1.8,18.41,1.16,38.63,80.91,29.20,17.09,365.0,11.88,2.45,27.63,33.09,7.94,12.0
"Apr 03, 1998",27.72,1.8,17.94,1.2,40.68,82.71,29.20,17.03,363.55,12.37,2.45,27.1,33.57,8.62,11.97
"Apr 06, 1998",27.81,1.94,18.98,1.27,40.86,88.97,30.68,16.7,367.0,15.34,2.35,27.52,33.8,8.06,12.11
"Apr 07, 1998",28.73,1.75,19.0,1.33,40.69,87.96,30.61,16.7,371.18,15.22,2.35,27.97,33.47,7.3,12.11
"Apr 08, 1998",28.75,1.59,18.83,1.44,39.83,86.74,30.34,16.46,375.0,17.08,2.26,28.23,32.34,7.79,11.98
"Apr 10, 1998",28.4,1.55,18.72,1.58,39.86,86.43,30.28,16.33,373.5,17.45,2.31,27.33,32.62,8.11,12.05
"Apr 13, 1998",27.81,1.4,20.01,1.74,39.31,85.79,31.47,16.06,373.0,19.3,2.2,27.03,33.16,8.6,11.9
"Apr 15, 1998",28.54,1.29,21.97,1.78,39.78,87.22,31.73,15.64,363.6,17.32,2.18,26.9,32.76,8.66,12.25
"Apr 16, 1998",27.83,1.39,22.49,1.7,39.21,85.95,30.77,15.57,361.0,17.32,2.13,27.13,33.37,8.63,12.27
"Apr 17, 1998",28.07,1.26,23.39,1.61,39.07,86.64,31.49,15.81,368.73,15.1,2.02,25.98,34.01,8.84,12.25
"Apr 20, 1998",28.07,1.23,22.74,1.69,39.05,86.43,30.96,15.52,355.15,15.34,1.95,26.2,34.15,8.52,12.11
