Date,SBI_Historical_Data Price,LUPN_Historical_Data Price,CIPL_Historical_Data Price,KTKM_Historical_Data Price,LART_Historical_Data Price,TISC_Historical_Data Price,HDFC_Historical_Data Price,WIPR_Historical_Data Price,BOSH_Historical_Data Price,JSTL_Historical_Data Price,SUN_Historical_Data Price,BHEL_Historical_Data Price,HDFC Historical Data Price,INFY_Historical_Data Price,TTPW_Historical_Data Price
"May 05, 1995",16.23,3.32,14.67,9.79,41.07,108.03,21.50,1.11,580.0,30.32,1.64,7.0,20.0,0.95,10.86
"May 08, 1995",16.23,3.32,14.67,9.57,41.07,108.03,22.00,1.1,585.0,30.94,1.64,7.33,19.75,0.89,11.0
"May 09, 1995",16.23,3.47,14.4,9.79,40.91,108.16,22.40,1.07,590.0,30.94,1.69,7.83,20.25,0.91,10.95
"May 10, 1995",16.13,3.55,14.13,9.79,40.29,106.31,23.00,1.07,590.0,30.69,1.76,8.0,20.5,0.89,10.9
"May 12, 1995",16.13,3.47,13.6,9.34,40.29,106.84,23.10,1.08,590.0,30.19,1.75,7.83,19.75,0.89,10.86
"May 15, 1995",16.13,3.46,13.33,9.34,39.67,104.45,24.00,1.17,590.0,29.45,1.71,8.08,20.25,0.87,10.81
"May 16, 1995",16.23,3.39,13.33,9.34,39.59,106.04,23.75,1.17,590.0,29.7,1.69,8.0,20.4,0.87,10.81
"May 17, 1995",16.28,3.39,13.33,9.34,40.6,108.43,23.75,1.19,591.0,30.44,1.73,8.07,21.2,0.96,10.81
"May 18, 1995",16.79,3.39,13.6,9.34,40.68,111.88,23.25,1.22,592.0,30.94,1.75,8.2,22.0,0.99,11.1
"May 19, 1995",16.89,3.46,13.6,9.34,41.3,113.47,22.50,1.23,597.0,31.43,1.78,8.33,22.4,0.99,11.48
"May 22, 1995",16.51,3.58,13.33,9.57,40.99,109.75,22.00,1.41,593.0,32.17,1.75,8.33,21.85,0.97,11.58
"May 23, 1995",16.56,3.58,13.47,9.34,40.6,108.96,22.25,1.39,587.0,31.68,1.74,8.27,21.95,1.0,11.29
"May 24, 1995",16.46,3.58,13.53,9.34,40.91,104.98,22.50,1.35,590.0,31.68,1.75,8.07,21.8,0.99,11.39
"May 25, 1995",16.42,3.55,13.2,8.68,39.83,104.45,22.75,1.26,590.0,31.93,1.75,8.07,21.7,0.98,11.39
"May 26, 1995",16.46,3.58,13.07,9.34,40.52,108.69,23.00,1.24,590.0,32.42,1.78,8.0,21.6,0.98,11.39
"May 29, 1995",16.61,3.55,13.33,9.12,40.91,111.35,23.00,1.19,590.0,33.41,1.76,7.87,20.8,0.98,11.48
"May 30, 1995",16.7,3.46,13.2,9.12,40.76,115.85,23.00,1.2,590.0,34.9,1.81,7.8,20.6,0.98,11.58
"May 31, 1995",17.88,3.58,13.07,9.12,41.53,119.56,22.75,1.21,591.0,36.13,1.81,8.07,21.6,0.97,12.06
"Jun 01, 1995",18.49,3.58,13.15,9.12,42.0,124.07,22.50,1.23,592.0,36.38,1.79,7.93,22.2,0.99,12.55
"Jun 02, 1995",18.59,3.64,12.93,9.12,41.07,120.36,22.00,1.19,590.0,34.9,1.83,7.93,22.75,1.04,12.74
"Jun 05, 1995",18.87,3.58,12.99,9.12,41.45,120.09,22.00,1.19,590.0,33.91,1.85,7.8,22.4,1.01,13.03
"Jun 06, 1995",19.15,3.58,13.07,9.08,42.0,124.34,22.00,1.2,591.0,32.92,1.85,7.87,22.55,1.0,12.83
"Jun 07, 1995",19.01,3.58,12.93,9.08,41.84,121.95,21.85,1.22,593.0,32.42,1.84,7.93,22.65,0.99,12.64
"Jun 08, 1995",18.92,3.52,12.64,8.99,41.38,120.62,21.90,1.22,590.0,31.68,1.84,7.87,22.6,0.98,12.64
"Jun 09, 1995",18.73,3.58,12.51,8.99,41.07,121.68,21.50,1.22,590.0,31.43,1.83,7.8,22.75,0.96,12.64
"Jun 12, 1995",18.63,3.33,12.05,8.81,40.76,123.81,21.00,1.22,590.0,27.22,1.83,7.93,23.35,0.99,12.45
"Jun 13, 1995",18.4,3.39,11.84,8.72,40.68,128.05,19.75,1.2,590.0,32.67,1.8,7.87,23.55,0.98,12.45
"Jun 14, 1995",18.59,3.09,11.68,8.45,41.84,124.34,19.50,1.19,590.0,32.17,1.83,7.8,24.05,0.99,13.03
"Jun 15, 1995",18.35,3.15,10.8,8.36,41.61,124.6,19.50,1.17,590.0,32.42,1.83,7.73,24.0,0.99,12.83
"Jun 16, 1995",18.59,3.33,11.31,8.36,41.92,125.4,19.50,1.14,591.0,32.67,1.87,7.87,24.5,0.98,12.93
"Jun 19, 1995",18.59,3.21,11.81,8.32,41.84,125.4,20.00,1.11,593.0,32.42,1.85,7.73,24.3,0.98,13.22
"Jun 20, 1995",19.39,3.21,12.27,8.45,42.07,125.93,21.00,1.1,600.0,32.67,1.83,7.8,23.95,0.93,12.93
"Jun 21, 1995",19.11,3.24,12.16,8.72,42.15,124.07,21.00,1.07,601.0,32.67,1.83,7.73,23.95,0.93,12.83
"Jun 22, 1995",18.96,3.21,12.05,8.76,42.07,123.81,20.75,1.08,592.0,32.67,1.83,7.67,23.75,0.93,12.83
"Jun 23, 1995",18.73,3.09,11.87,8.63,41.69,122.22,21.00,1.1,592.0,32.42,1.83,8.07,23.9,0.88,11.97
"Jun 26, 1995",18.21,2.99,11.33,8.59,41.3,120.09,21.25,1.14,590.0,31.68,1.85,7.53,23.55,0.85,11.39
"Jun 27, 1995",17.93,2.96,11.25,8.45,41.22,118.77,21.10,1.17,592.0,31.68,1.82,7.53,24.1,0.83,11.48
"Jun 28, 1995",18.35,3.02,11.07,8.36,41.14,121.95,22.25,1.19,590.0,31.18,1.83,7.6,23.75,0.84,11.58
"Jun 29, 1995",18.12,3.02,10.96,8.32,41.07,120.36,21.25,1.18,591.0,31.18,1.83,7.6,23.95,0.86,11.39
"Jun 30, 1995",17.74,3.02,11.07,8.05,40.68,119.03,22.75,1.24,590.0,30.94,1.81,8.07,23.85,0.88,11.39
"Jul 03, 1995",17.22,2.84,10.64,7.16,39.98,116.12,23.00,1.2,590.0,30.44,1.8,7.67,22.95,0.88,10.81
"Jul 04, 1995",17.27,2.76,10.29,7.3,39.83,116.65,22.75,1.32,591.0,29.95,1.82,7.53,22.55,0.88,10.71
"Jul 05, 1995",17.03,2.78,9.65,7.56,39.83,115.32,23.00,1.35,591.0,30.19,1.83,7.53,22.9,0.91,10.9
"Jul 06, 1995",17.31,2.76,9.31,7.61,39.98,116.12,22.75,1.38,592.0,30.19,1.81,7.33,23.5,0.92,11.1
"Jul 07, 1995",17.5,2.79,9.63,7.87,40.37,117.44,21.00,1.41,590.0,30.19,1.82,7.33,23.9,0.9,11.39
"Jul 10, 1995",17.64,2.87,9.97,7.87,40.83,116.38,20.75,1.37,590.0,29.95,1.83,7.2,24.0,0.91,11.48
"Jul 11, 1995",18.21,2.92,10.21,8.1,41.53,117.44,20.75,1.29,590.0,30.19,1.83,7.0,25.0,0.9,11.77
"Jul 12, 1995",18.3,2.93,10.83,8.19,40.91,120.89,20.75,1.26,593.0,30.19,1.84,7.33,24.35,0.9,11.58
"Jul 13, 1995",18.26,3.55,11.36,8.32,40.76,120.89,21.00,1.17,591.0,30.44,1.89,7.4,24.15,0.9,11.48
"Jul 14, 1995",18.59,3.52,11.73,8.36,40.83,123.01,20.50,1.26,590.0,30.69,1.89,7.33,24.35,0.9,11.39
"Jul 17, 1995",18.87,3.56,12.08,8.5,41.38,124.6,20.50,1.26,590.0,31.68,1.93,7.73,24.55,0.85,11.68
"Jul 18, 1995",18.87,3.39,11.97,8.72,41.07,125.13,20.00,1.26,590.0,31.68,1.93,7.67,24.4,0.85,11.77
"Jul 19, 1995",18.87,3.42,11.65,8.68,41.38,126.99,20.50,1.27,590.0,31.93,1.95,7.67,24.35,0.87,11.68
"Jul 20, 1995",18.92,3.42,11.39,8.76,41.76,126.72,20.50,1.27,590.0,31.68,1.93,7.6,24.5,0.85,11.77
"Jul 21, 1995",18.96,3.42,11.39,8.81,41.53,126.46,21.25,1.29,591.0,31.43,1.93,7.47,24.45,0.87,11.77
"Jul 25, 1995",18.68,3.39,11.39,9.79,44.16,130.17,21.75,1.27,603.0,31.93,1.91,7.4,24.45,0.9,11.39
"Jul 26, 1995",19.25,3.27,11.07,9.21,44.01,130.96,22.00,1.27,604.0,31.43,1.86,7.53,24.7,0.87,11.68
"Jul 27, 1995",19.44,3.15,10.61,9.21,43.93,131.49,21.75,1.26,591.0,31.18,1.88,7.6,24.65,0.88,11.58
"Jul 28, 1995",18.63,3.05,10.35,8.9,42.07,125.66,21.50,1.26,592.0,30.19,1.85,7.53,24.35,0.88,11.19
"Jul 31, 1995",18.3,3.05,10.83,8.54,41.84,122.75,21.25,1.26,590.0,31.43,1.87,7.33,24.55,0.89,11.1
"Aug 01, 1995",18.16,3.05,10.77,8.5,41.3,123.01,20.75,1.28,591.0,31.18,1.91,7.67,24.5,0.9,11.1
"Aug 02, 1995",18.59,3.05,11.44,8.59,41.76,126.19,20.75,1.29,590.0,31.43,1.91,7.53,24.7,0.89,11.19
"Aug 03, 1995",17.97,3.02,11.23,8.59,41.07,121.42,20.75,1.28,590.0,31.18,1.97,7.47,24.8,0.89,11.1
"Aug 04, 1995",18.3,3.01,11.28,8.54,41.22,124.34,20.75,1.32,595.0,31.18,2.0,7.53,24.7,0.91,11.1
"Aug 07, 1995",18.16,2.98,11.25,8.54,41.14,124.34,20.25,1.32,590.0,31.18,1.99,7.33,24.65,0.91,10.9
"Aug 08, 1995",18.21,2.96,11.17,8.5,40.91,125.4,20.00,1.32,590.0,31.43,2.01,7.0,24.6,0.92,11.1
"Aug 09, 1995",18.35,2.92,10.99,8.45,41.07,124.87,20.00,1.31,590.0,30.69,2.0,7.6,24.55,0.92,11.0
"Aug 11, 1995",18.4,2.81,10.93,8.23,40.76,123.81,20.00,1.3,591.0,30.19,1.95,7.47,24.75,0.91,10.9
"Aug 14, 1995",18.4,2.88,10.59,8.19,41.22,124.07,19.00,1.36,590.0,29.95,1.96,7.47,24.65,0.92,10.81
"Aug 16, 1995",18.4,2.82,10.4,8.01,41.53,125.13,19.00,1.32,590.0,29.7,1.88,7.4,25.15,0.91,10.81
"Aug 17, 1995",18.45,2.85,10.24,8.05,41.84,126.72,19.50,1.33,590.0,28.96,1.84,7.4,25.05,0.92,10.71
"Aug 21, 1995",18.68,2.81,10.16,7.87,41.92,127.25,20.00,1.32,590.0,29.2,1.85,7.13,25.0,0.92,10.81
"Aug 22, 1995",18.92,2.79,10.0,7.74,42.31,127.78,19.75,1.35,591.0,28.46,1.83,7.27,25.3,0.89,10.81
"Aug 24, 1995",18.54,2.72,10.13,7.47,41.69,126.19,20.25,1.35,591.0,29.45,1.82,7.27,25.25,0.88,10.62
"Aug 25, 1995",18.4,2.78,9.97,7.43,41.22,124.6,20.50,1.34,590.0,28.96,1.77,7.2,25.25,0.89,10.62
"Aug 28, 1995",18.26,2.58,9.89,7.39,41.14,122.48,19.75,1.33,592.0,29.2,1.75,7.07,25.2,0.89,10.62
"Aug 31, 1995",18.35,2.59,9.68,7.25,41.38,124.07,20.25,1.35,590.0,29.2,1.78,6.93,25.05,0.89,10.42
"Sep 01, 1995",18.4,2.56,9.57,7.25,41.53,125.4,20.40,1.35,591.0,28.96,1.77,7.07,25.15,0.89,10.23
"Sep 04, 1995",18.4,2.56,9.44,7.16,41.45,124.6,21.20,1.37,590.0,28.71,1.75,6.8,25.25,0.89,9.94
"Sep 05, 1995",18.63,2.55,9.39,7.07,41.38,124.34,22.00,1.38,590.0,28.71,1.78,7.0,25.35,0.88,9.84
"Sep 06, 1995",18.68,2.53,9.36,6.98,41.69,125.93,22.40,1.38,590.0,28.46,1.79,7.07,25.4,0.88,9.84
"Sep 07, 1995",18.63,2.51,9.71,6.98,41.45,124.6,21.85,1.36,591.0,28.96,1.79,6.93,25.4,0.89,9.94
"Sep 08, 1995",18.68,2.64,9.6,7.03,41.45,126.19,21.95,1.37,599.0,28.96,1.79,7.4,25.3,0.89,9.94
"Sep 11, 1995",18.68,2.59,9.63,6.94,41.3,125.93,21.80,1.39,590.0,28.71,1.83,7.2,25.25,0.89,9.94
"Sep 12, 1995",18.63,2.55,9.6,7.12,41.38,124.07,21.70,1.35,591.0,28.71,1.81,7.07,25.25,0.9,9.94
"Sep 13, 1995",18.63,2.48,9.6,6.94,41.07,124.07,21.60,1.4,590.0,28.71,1.81,7.0,25.3,0.89,9.94
"Sep 14, 1995",18.73,2.55,9.44,7.07,40.91,124.07,20.80,1.38,590.0,28.71,1.8,7.0,25.4,0.91,9.94
"Sep 15, 1995",18.68,2.53,9.52,6.9,41.22,124.34,20.60,1.36,591.0,28.71,1.81,6.87,25.15,0.95,10.13
"Sep 18, 1995",18.82,2.5,9.41,6.85,41.53,124.07,21.60,1.32,590.0,28.71,1.8,6.8,25.25,0.91,10.04
"Sep 19, 1995",19.34,2.5,9.25,6.63,42.23,124.34,22.20,1.27,590.0,28.71,1.78,6.53,25.3,0.92,10.13
"Sep 20, 1995",19.58,2.53,10.16,6.45,43.23,125.13,22.75,1.27,620.0,28.46,1.85,6.67,25.35,0.91,10.13
"Sep 21, 1995",19.86,2.48,10.08,6.45,43.47,125.66,22.40,1.27,625.0,28.46,1.84,6.67,25.5,0.89,10.23
"Sep 22, 1995",20.29,2.5,9.92,6.41,43.54,126.99,22.55,1.27,610.0,28.71,1.85,6.73,25.75,0.9,10.23
"Sep 25, 1995",20.95,2.5,10.08,6.41,43.54,129.64,22.65,1.27,598.0,28.46,1.84,6.67,25.9,0.89,10.33
"Sep 26, 1995",21.04,2.47,9.95,6.45,43.85,130.96,22.60,1.24,600.0,27.84,1.82,6.73,25.75,0.9,10.71
"Sep 27, 1995",20.38,2.47,9.84,6.67,42.92,127.78,22.75,1.24,610.0,27.84,1.83,6.73,25.9,0.88,10.42
"Sep 28, 1995",20.38,2.45,9.73,6.72,43.08,127.78,23.35,1.27,610.0,27.84,1.78,6.67,25.85,0.88,10.42
"Sep 29, 1995",20.71,2.3,9.87,6.76,43.39,128.84,23.55,1.27,610.0,28.46,1.83,7.07,26.5,0.87,10.62
"Oct 04, 1995",21.09,2.3,9.76,6.9,43.78,132.82,24.05,1.26,600.0,27.84,1.79,7.07,26.4,0.87,11.29
"Oct 05, 1995",20.9,2.24,9.71,6.81,44.71,134.68,24.00,1.26,592.0,27.22,1.84,6.93,26.7,0.88,11.48
"Oct 06, 1995",21.42,2.25,9.6,7.07,44.94,136.0,24.50,1.24,590.0,27.22,1.84,7.0,27.0,0.86,11.77
"Oct 09, 1995",21.47,2.19,9.65,7.7,45.02,134.14,24.30,1.26,590.0,27.22,1.84,6.8,27.45,0.86,11.58
"Oct 10, 1995",21.42,2.47,9.65,7.7,44.55,132.82,23.95,1.27,590.0,27.84,1.83,6.67,27.9,0.85,11.39
"Oct 11, 1995",21.61,2.31,9.6,7.56,44.47,134.41,23.95,1.26,590.0,27.84,1.82,6.67,28.1,0.84,11.19
"Oct 12, 1995",21.28,2.3,9.6,7.52,44.32,133.61,23.75,1.25,591.0,27.84,1.85,6.6,28.25,0.88,11.39
"Oct 13, 1995",21.32,2.28,9.63,7.39,45.56,135.21,23.90,1.22,592.0,27.84,1.85,6.67,28.3,0.86,11.58
"Oct 16, 1995",21.65,2.27,9.28,7.25,45.79,136.27,23.55,1.21,593.0,27.22,1.85,6.47,28.5,0.86,11.68
"Oct 17, 1995",21.47,2.16,9.39,7.16,44.78,137.59,24.10,1.22,591.0,27.22,1.89,6.53,28.5,0.85,11.58
"Oct 18, 1995",21.47,2.24,9.47,7.03,44.63,137.06,23.75,1.23,590.0,27.22,1.87,6.53,27.75,0.84,11.39
"Oct 19, 1995",21.09,2.24,9.39,6.76,44.4,135.21,23.95,1.23,598.0,27.22,1.88,6.47,27.9,0.81,11.19
"Oct 20, 1995",20.66,2.22,9.23,6.76,44.01,133.61,23.85,1.32,598.0,26.6,1.85,6.53,27.7,0.8,11.1
"Oct 23, 1995",20.19,2.25,9.44,6.85,43.16,130.17,22.95,1.33,598.0,26.6,1.85,6.4,27.45,0.8,11.39
"Oct 26, 1995",19.72,2.21,9.07,6.72,41.76,127.25,22.55,1.26,598.0,26.6,1.83,6.33,27.6,0.79,11.29
"Oct 27, 1995",20.0,2.16,9.12,6.72,42.61,130.17,22.90,1.32,597.0,26.6,1.85,6.33,27.35,0.78,11.39
"Oct 30, 1995",19.77,2.11,8.93,6.76,42.23,128.05,23.50,1.26,597.0,26.6,1.83,6.33,27.65,0.79,11.48
"Oct 31, 1995",20.14,1.91,8.83,6.76,42.0,128.84,23.90,1.32,596.0,26.6,1.82,6.4,27.45,0.78,11.58
"Nov 01, 1995",20.85,1.91,8.8,6.63,43.39,133.08,24.00,1.29,595.0,27.22,1.8,6.27,27.25,0.76,11.58
"Nov 02, 1995",20.43,1.85,8.85,6.67,43.08,129.9,25.00,1.3,592.0,26.6,1.81,6.0,27.2,0.73,11.68
"Nov 03, 1995",20.76,1.85,8.8,6.63,43.16,131.23,24.35,1.24,591.0,27.22,1.77,6.0,26.55,0.7,11.48
"Nov 06, 1995",20.66,1.85,8.24,6.58,43.08,128.58,24.15,1.26,590.0,26.6,1.68,5.97,25.5,0.72,11.39
"Nov 08, 1995",19.91,1.82,8.0,6.54,42.07,126.72,24.35,1.26,590.0,27.22,1.55,5.73,25.45,0.72,11.48
"Nov 09, 1995",19.67,1.77,7.92,6.36,41.76,125.13,24.55,1.24,590.0,27.22,1.53,5.33,25.1,0.72,11.48
"Nov 10, 1995",19.72,1.77,7.81,6.23,41.53,125.4,24.40,1.27,590.0,26.6,1.57,5.87,24.35,0.71,11.39
"Nov 13, 1995",19.34,1.76,7.49,6.14,40.45,121.15,24.35,1.27,590.0,25.37,1.6,5.67,23.85,0.78,10.9
"Nov 14, 1995",19.04,1.77,7.28,5.69,39.36,120.23,24.50,1.24,590.0,24.75,1.56,5.67,23.95,0.73,10.81
"Nov 15, 1995",19.27,1.84,7.2,5.47,39.75,121.55,24.45,1.26,590.0,25.37,1.58,5.7,24.6,0.75,10.81
"Nov 16, 1995",18.69,1.91,7.25,5.34,38.43,118.82,24.45,1.26,590.0,25.37,1.56,6.07,24.3,0.76,10.62
"Nov 17, 1995",18.4,1.91,7.15,4.94,38.43,117.52,24.70,1.24,590.0,24.75,1.56,5.6,24.3,0.77,10.42
"Nov 20, 1995",18.49,1.91,6.99,4.58,38.9,120.36,24.65,1.2,592.0,25.37,1.54,5.0,24.3,0.76,10.23
"Nov 21, 1995",18.26,1.77,6.59,5.03,38.66,119.56,24.35,1.22,590.0,25.37,1.58,5.33,24.05,0.76,10.04
"Nov 22, 1995",18.07,1.7,6.05,4.89,37.66,117.71,24.55,1.19,590.0,24.75,1.57,5.5,24.35,0.77,9.84
"Nov 23, 1995",17.53,1.7,6.08,4.94,36.73,111.9,24.50,1.22,590.0,24.75,1.57,5.37,24.6,0.77,9.36
"Nov 24, 1995",18.1,1.6,6.93,5.21,38.12,114.79,24.70,1.2,590.0,24.75,1.57,5.2,24.4,0.77,9.79
"Nov 27, 1995",17.47,1.67,6.85,5.25,37.42,112.72,24.80,1.29,591.0,24.13,1.56,5.33,24.25,0.76,9.94
"Nov 28, 1995",15.82,1.67,6.69,5.29,36.57,109.09,24.70,1.29,590.0,24.75,1.56,5.5,23.9,0.77,9.65
"Nov 29, 1995",14.87,1.73,6.8,4.98,35.72,105.25,24.65,1.26,590.0,24.13,1.56,5.4,23.9,0.77,9.55
"Nov 30, 1995",15.76,1.7,7.04,5.07,36.65,109.52,24.60,1.29,590.0,24.13,1.53,5.1,24.2,0.79,9.7
"Dec 01, 1995",15.5,1.68,7.2,5.16,36.49,108.43,24.55,1.29,592.0,24.75,1.52,5.33,24.2,0.78,9.84
"Dec 04, 1995",15.45,1.7,7.33,5.25,36.8,107.58,24.75,1.26,590.0,24.25,1.5,5.53,24.35,0.78,10.13
"Dec 05, 1995",16.17,1.64,7.2,5.34,36.42,103.98,24.65,1.26,590.0,23.76,1.5,5.9,24.25,0.79,10.42
"Dec 06, 1995",16.22,1.54,7.33,5.56,37.58,107.53,25.15,1.35,590.0,23.51,1.48,5.8,24.55,0.79,10.81
"Dec 07, 1995",16.74,1.54,7.53,5.51,38.12,110.47,25.05,1.35,590.0,24.01,1.5,5.8,24.65,0.79,11.1
"Dec 08, 1995",16.35,1.5,7.67,5.34,37.89,106.94,25.00,1.32,590.0,23.76,1.6,5.77,24.5,0.79,11.1
"Dec 11, 1995",16.37,1.48,7.87,5.38,37.42,105.78,25.30,1.32,590.0,24.5,1.57,5.77,24.65,0.79,11.1
"Dec 12, 1995",16.54,1.51,8.0,5.23,37.42,105.38,25.25,1.35,590.0,23.76,1.52,5.8,25.1,0.79,11.0
"Dec 13, 1995",17.03,1.5,8.47,5.28,38.04,109.09,25.25,1.35,591.0,24.01,1.52,5.6,25.15,0.78,11.0
"Dec 14, 1995",16.75,1.54,9.07,5.34,38.59,106.57,25.20,1.32,594.0,24.01,1.5,5.53,25.25,0.78,11.19
"Dec 15, 1995",16.79,1.59,8.87,5.25,38.51,106.18,25.05,1.32,597.0,23.51,1.46,5.67,25.35,0.77,11.1
"Dec 18, 1995",16.98,1.7,8.67,5.21,38.59,105.91,25.15,1.32,595.0,23.26,1.46,5.6,25.55,0.77,11.19
"Dec 19, 1995",17.41,1.76,8.07,5.12,39.05,103.39,25.25,1.32,594.0,23.02,1.38,5.87,25.9,0.78,11.48
"Dec 20, 1995",17.27,2.07,7.87,5.12,39.13,103.26,25.35,1.32,592.0,23.02,1.48,5.73,26.1,0.78,11.87
"Dec 21, 1995",17.6,2.07,8.6,5.29,39.98,105.78,25.40,1.32,590.0,22.52,1.42,5.7,27.15,0.77,11.97
"Dec 22, 1995",18.04,1.85,8.67,5.25,39.98,104.19,25.40,1.32,590.0,22.27,1.45,5.73,26.65,0.78,11.77
"Jan 01, 1996",18.73,1.84,8.8,5.16,40.76,105.78,25.30,1.32,590.0,22.52,1.45,5.8,27.1,0.77,11.87
"Jan 02, 1996",18.38,1.93,8.8,5.21,40.52,104.72,25.25,1.29,590.0,23.02,1.44,5.67,27.15,0.77,11.58
"Jan 03, 1996",17.79,2.01,8.6,4.98,40.21,103.52,25.25,1.29,590.0,22.77,1.46,5.67,27.1,0.76,11.48
"Jan 04, 1996",17.88,2.05,8.53,4.8,40.21,100.61,25.30,1.32,593.0,22.77,1.42,5.47,27.15,0.77,11.39
"Jan 05, 1996",17.64,2.02,8.53,4.76,39.36,98.62,25.40,1.29,593.0,22.03,1.4,5.6,27.1,0.77,11.48
"Jan 08, 1996",17.05,1.91,8.47,4.54,38.9,94.64,25.15,1.29,591.0,22.03,1.36,5.77,27.05,0.76,11.48
"Jan 09, 1996",17.34,1.96,8.6,4.54,39.59,95.04,25.25,1.32,593.0,21.53,1.38,5.57,26.45,0.76,11.58
"Jan 10, 1996",17.24,1.97,8.6,4.45,39.36,94.25,25.30,1.32,590.0,21.28,1.37,5.43,26.45,0.76,11.68
"Jan 11, 1996",17.93,1.94,8.8,4.45,39.44,96.37,25.35,1.29,590.0,21.28,1.38,5.33,26.75,0.77,12.06
"Jan 12, 1996",18.26,1.88,8.8,4.49,38.82,94.51,25.50,1.29,590.0,21.53,1.37,5.4,26.3,0.78,12.16
"Jan 15, 1996",17.97,1.93,8.8,4.49,39.36,95.44,25.75,1.29,591.0,21.53,1.42,5.67,26.3,0.8,12.26
"Jan 16, 1996",17.95,1.91,8.93,4.45,39.9,95.17,25.90,1.29,590.0,21.28,1.42,5.27,26.35,0.83,11.97
"Jan 17, 1996",17.48,1.85,8.73,4.23,38.9,91.33,25.75,1.29,590.0,21.04,1.46,5.27,26.45,0.83,11.87
"Jan 18, 1996",17.43,1.79,8.8,4.05,38.74,88.81,25.90,1.26,590.0,19.55,1.5,5.4,26.6,0.85,11.97
"Jan 19, 1996",17.6,1.6,8.8,3.96,38.74,88.02,25.85,1.29,596.0,19.3,1.54,5.57,26.65,0.83,11.97
"Jan 22, 1996",18.19,1.62,8.8,3.92,39.13,88.81,26.50,1.29,596.0,19.55,1.56,5.33,26.7,0.88,11.87
"Jan 23, 1996",18.0,1.67,8.53,3.87,38.74,86.69,26.40,1.32,597.0,19.3,1.54,5.93,26.5,0.92,12.16
"Jan 24, 1996",18.4,1.82,8.2,3.87,37.5,85.36,26.70,1.29,600.0,19.06,1.61,5.87,26.5,0.9,12.06
"Jan 25, 1996",18.35,1.7,7.93,3.92,37.58,83.51,27.00,1.32,610.0,19.3,1.71,5.67,26.75,0.95,12.06
"Jan 29, 1996",18.68,1.65,8.07,4.0,38.2,87.22,27.45,1.29,610.0,19.55,1.68,5.47,26.55,0.99,12.06
"Jan 30, 1996",19.15,1.62,8.0,4.27,38.35,87.75,27.90,1.29,610.0,20.05,1.69,5.67,26.4,0.99,12.06
"Jan 31, 1996",18.54,1.56,8.0,4.54,38.59,88.28,28.10,1.29,622.5,20.54,1.75,6.73,26.5,1.0,12.26
"Feb 01, 1996",19.53,1.57,8.33,4.76,39.52,90.67,28.25,1.32,627.5,22.03,1.81,7.53,26.75,0.98,12.55
"Feb 02, 1996",20.97,1.6,8.47,5.25,41.22,97.29,28.30,1.44,640.0,22.52,1.85,7.87,26.3,0.96,13.12
"Feb 05, 1996",22.08,1.6,8.93,5.43,42.0,99.15,28.50,1.44,657.5,22.52,1.85,8.0,26.7,0.95,12.93
"Feb 06, 1996",21.7,1.64,8.73,4.67,39.98,93.72,28.50,1.55,650.0,22.27,1.88,7.87,26.5,0.96,13.32
"Feb 07, 1996",21.8,1.56,8.8,5.21,40.6,95.84,27.75,1.58,660.0,22.52,1.91,7.87,27.7,0.97,13.22
"Feb 08, 1996",22.41,1.59,9.07,5.38,41.69,111.08,27.90,1.55,650.0,22.27,1.88,7.6,28.85,0.92,14.09
"Feb 09, 1996",23.73,1.6,9.53,5.45,42.77,115.06,27.70,1.61,625.0,22.77,1.88,7.53,28.05,0.92,13.9
"Feb 12, 1996",23.0,1.57,9.2,5.67,41.69,110.42,27.45,1.52,642.5,22.77,1.88,7.53,27.95,0.91,14.48
"Feb 13, 1996",23.07,1.54,9.2,5.95,41.38,112.67,27.60,1.55,635.0,22.27,1.88,7.87,28.25,0.92,14.48
"Feb 14, 1996",23.42,1.54,9.13,5.73,41.69,112.8,27.35,1.52,635.0,22.27,1.88,7.87,28.05,0.93,15.25
"Feb 15, 1996",23.16,1.54,9.2,5.78,41.22,110.68,27.65,1.46,635.0,22.27,1.88,7.87,27.75,0.9,15.15
"Feb 16, 1996",22.93,1.57,9.0,5.78,40.45,110.02,27.45,1.35,645.0,22.77,1.88,7.73,28.1,0.93,14.86
"Feb 19, 1996",22.97,1.64,9.53,5.73,40.29,109.49,27.25,1.38,642.5,22.52,1.85,7.33,27.75,0.94,14.76
"Feb 20, 1996",22.67,1.67,9.47,5.78,39.52,107.37,27.20,1.38,635.0,22.52,1.75,7.87,27.8,0.93,14.86
"Feb 22, 1996",23.02,1.68,9.93,5.73,40.14,110.02,26.55,1.38,635.0,22.52,1.78,7.8,27.35,0.93,14.86
"Feb 23, 1996",23.4,1.68,10.07,5.78,40.14,108.96,25.50,1.44,640.0,22.27,1.78,7.73,27.55,0.91,15.05
"Feb 26, 1996",23.92,1.62,10.6,5.67,40.45,110.55,25.45,1.49,632.5,21.78,1.81,7.6,27.75,0.93,15.05
"Feb 27, 1996",23.97,1.64,10.2,5.51,39.21,110.29,25.10,1.49,635.0,22.03,1.81,7.73,27.7,0.93,14.76
"Feb 28, 1996",23.78,1.6,9.93,5.12,39.98,109.36,24.35,1.55,642.5,21.28,1.81,7.6,27.4,0.93,14.48
