SBI_Historical_Data Price,LUPN_Historical_Data Price,CIPL_Historical_Data Price,KTKM_Historical_Data Price,LART_Historical_Data Price,TISC_Historical_Data Price,WIPR_Historical_Data Price,BOSH_Historical_Data Price,JSTL_Historical_Data Price,SUN_Historical_Data Price,BHEL_Historical_Data Price,HDFC_Historical_Data Price,INFY_Historical_Data Price,TTPW_Historical_Data Price
0.00884744853883047,0.0013197183967795071,0.011736673701409218,0.007065553494124922,0.013300320825777654,0.08990702697334939,0.0005450366122419965,0.015541916325939105,0.020387795836897635,0.00026559969841582614,0.005288486963879634,0.00041060384427849244,0.00019740998104864185,0.042398427260812575
0.00884744853883047,0.0013197183967795071,0.011736673701409218,0.0068954854669140385,0.013300320825777654,0.08990702697334939,0.0005213393682314748,0.015724204812051456,0.020878877166302316,0.00026559969841582614,0.006161087312919773,0.00028229014294146366,0.00015003158559696785,0.043315858453473126
0.00884744853883047,0.001390926223943869,0.011369051671318676,0.007065553494124922,0.013188729250941552,0.09006839537741587,0.00045024763619991006,0.01590649329816381,0.020878877166302316,0.00030843835945063686,0.007483209053889682,0.0005389175456155212,0.0001658243840808592,0.04298820445609436
0.008549554648634154,0.001428903731764862,0.011001429641228131,0.007065553494124922,0.012756311898451667,0.08777199885800822,0.00045024763619991006,0.01590649329816381,0.020680860501219783,0.0003684124848993719,0.007932730445819451,0.00066723124695255,0.00015003158559696785,0.04266055045871559
0.008549554648634154,0.001390926223943869,0.010279801211791135,0.006717687074829932,0.012756311898451667,0.08842988542843312,0.0004739448802104317,0.01590649329816381,0.020284827171054717,0.00035984475269240976,0.007483209053889682,0.00028229014294146366,0.00015003158559696785,0.042398427260812575
0.008549554648634154,0.001386179035466245,0.009912179181700592,0.006717687074829932,0.012323894545961781,0.0854631893844416,0.0006872200763051255,0.01590649329816381,0.019698697842410417,0.00032557382386456116,0.008144269924374637,0.0005389175456155212,0.00013423878711307647,0.042070773263433815
0.00884744853883047,0.0013529487161228761,0.009912179181700592,0.006717687074829932,0.012268098758543733,0.08743684909571628,0.0006872200763051255,0.01590649329816381,0.01989671450749295,0.00030843835945063686,0.007932730445819451,0.0006159057664177378,0.00013423878711307647,0.042070773263433815
0.008996395483928629,0.0013529487161228761,0.009912179181700592,0.006717687074829932,0.012972520574696611,0.09040354513970782,0.0007346145643261687,0.015942950995386278,0.02048284383613725,0.00034270928827848546,0.00811782748955524,0.0010265096106962302,0.00020530638029058753,0.042070773263433815
0.010515654323929815,0.0013529487161228761,0.010279801211791135,0.006717687074829932,0.013028316362114661,0.0946860143245491,0.0008057062963577335,0.01597940869260875,0.020878877166302316,0.00035984475269240976,0.008461579142207413,0.0014371134549747227,0.00022899557801642456,0.04397116644823066
0.010813548214126131,0.001386179035466245,0.010279801211791135,0.006717687074829932,0.013460733714604546,0.09665967403582379,0.0008294035403682551,0.0161616971787211,0.021266989829864084,0.0003855479493132962,0.008805330794859591,0.001642415377113968,0.00022899557801642456,0.0464613368283093
0.009681551431380147,0.0014431452971977346,0.009912179181700592,0.0068954854669140385,0.013244525038359605,0.09204205508869057,0.0012559539325576433,0.01601586638983122,0.021853119158508384,0.00035984475269240976,0.008805330794859591,0.001360125234172506,0.0002132027795325332,0.047116644823066836
0.009830498376478295,0.0014431452971977346,0.010102798012117912,0.006717687074829932,0.012972520574696611,0.09106143171013267,0.0012085594445366001,0.015797120206496398,0.021465006494946617,0.00035127702048544764,0.0086466761859432,0.0014114507147073164,0.00023689197725837023,0.04521625163826998
0.00953260448628199,0.0014431452971977346,0.010184491796582476,0.006717687074829932,0.013188729250941552,0.0861210759548665,0.0011137704684945143,0.01590649329816381,0.021465006494946617,0.00035984475269240976,0.00811782748955524,0.0013344624939051,0.00022899557801642456,0.04587155963302752
0.009413446930203467,0.001428903731764862,0.009735175982027366,0.006207482993197279,0.01243548612079788,0.0854631893844416,0.0009004952723998199,0.01590649329816381,0.02166302316002915,0.00035984475269240976,0.00811782748955524,0.0012831370133702877,0.00022109917877447888,0.04587155963302752
